,Nombre,Apodo,País,Año inicio,Año fin,Víctimas probadas,Víctimas estimadas,Delito principal,Forma de matar,Víctimas
1224,"Spencer, Timothy Wilson",The Southside Strangler,United,1984,1988,4,5,Violación,Estrangulamiento,hombres
1225,"Spillman, Jack Owen",The Werewolf Butcher,United,1994,1995,3,3,Otros,Asesinato,desconocidos
1226,"Spisak, Frank",,United,1982,Unknown,3,3,Otros,Disparo,personas_vulnerables
1227,"Spreitzer, Edward",The Ripper Crew,United,1981,1982,18,18,Culto satánico,Asesinato,desconocidos
1228,"Stafford, Roger Dale",,United,1974,1978,9,34,Otros,Asesinato,desconocidos
1229,"Stanley, Gerald Frank",,United,1975,1980,2,2+,Otros,Asesinato,desconocidos
1230,"Stano, Gerald",,United,1969,1980,22,41+,Otros,Asesinato,desconocidos
1231,"Stayner, Cary",,United,1999,Unknown,4,4,Otros,Asesinato,hombres
1232,"Steeves, Richard",,United,1965,1985,6,6,Otros,Asesinato,personas_vulnerables
1233,"Stephani, Paul Michael",The Weepy-Voiced Killer,United,1980,1982,3,3,Otros,Asesinato,desconocidos
1234,"Stevens, Charles",,United,1989,Unknown,4,4,Otros,Asesinato,personas_vulnerables
1235,"Stickles, Martin",The Kelso Killer,United,1899,1900,3,3,Otros,Asesinato,personas_vulnerables
1236,"Stokes, Winford",,United,1969,1978,3,3,Otros,Asesinato,personas_vulnerables
1237,"Suff, William",The Riverside Prostitute Killer,United,1974,1992,12,22,Otros,Asesinato,prostitutas
1238,"Sully, Anthony",,United,1983,Unknown,6,6,Tortura,Asesinato,hombres
1239,"Sumpter, Michael",,United,1969,1973,3,3,Violación,Asesinato,hombres
1240,"Surratt, Edward Arthur",The Shotgun Killer,United,1977,1978,7,18+,Secuestro,Estrangulamiento,desconocidos
1241,"Sutton, Nicholas Todd",,United,1979,1985,4,4,Otros,Apuñalamiento,mujeres
1242,"Swango, Michael",,United,1981,1997,4,60,Otros,Veneno,personas_vulnerables
1243,"Swann, James",The Shotgun Stalker,United,1993,Unknown,4,4,Otros,Disparo,desconocidos
1244,"Taborsky, Joseph ""Mad Dog""",,United,1950,1957,7,7,Otros,Asesinato,desconocidos
1245,"Tavares, Daniel",,United,1988,2007,4,4,Otros,Asesinato,mujeres
1246,"Taylor, Kevin",,United,2001,Unknown,4,4,Otros,Asesinato,prostitutas
1247,"Terry, Charles E.",,United,1951,1963,1,4+,Otros,Estrangulamiento,desconocidos
1248,"Terry, Michael",,United,1985,1986,6,6,Otros,Asesinato,hombres
1249,"Tersargyan, Alberd",,United,2008,2010,4,4,Otros,Asesinato,hombres
1250,"Tholmer, Brandon",The West Side Rapist,United,1981,1983,12,34,Violación,Asesinato,hombres
1251,"Thomas Jr., John Floyd",The Southland Strangler,United,1972,1986,7,15+,Violación,Estrangulamiento,desconocidos
1252,"Thompson, William Paul",,United,1983,1984,3,6,Otros,Asesinato,personas_vulnerables
1253,"Tinning, Marybeth",,United,1972,1985,2,9,Otros,Asesinato,menores
1254,"Toole, Ottis",,United,1976,1983,6,6+,Otros,Asesinato,desconocidos
1255,"Toppan, Jane",Jolly Jane,United,1895,1901,12,31+,Otros,Veneno,personas_vulnerables
1256,"Torrence, Michael",,United,1987,Unknown,3,3,Otros,Asesinato,hombres
1257,"Travis, Maury",,United,2000,2002,2,17+,Otros,Asesinato,hombres
1258,"Ture Jr., Joseph",,United,1978,1980,6,7+,Otros,Asesinato,hombres
1259,"Turner, Chester",,United,1987,1998,15,16,Otros,Asesinato,hombres
1260,"Urdiales, Andrew",,United,1986,1996,8,8,Otros,Asesinato,hombres
1261,"Vann, Darren Deon",,United,2013,2014,7,7+,Otros,Asesinato,hombres
1262,"Vaultz, Horace Van",,United,1981,1986,3,3+,Violación,Asesinato,hombres
1263,"Van Dyke, David",,United,1979,1980,6,6,Otros,Asesinato,personas_vulnerables
1264,"Vermilya, Louise",,United,1893,1911,9,9,Otros,Asesinato,desconocidos
1265,"Victor, Clarence",,United,1964,1987,3,3,Otros,Asesinato,personas_vulnerables
1266,"Villarreal, David",,United,1979,1981,5,7,Tortura,Asesinato,homosexuales
1267,"Wade, Joshua",,United,1994,2007,5,5+,Otros,Asesinato,personas_vulnerables
1268,"Walker, Anthony Guy",,United,1975,1986,6,6+,Otros,Asesinato,desconocidos
1269,"Wallace, Henry Louis",The Taco Bell Strangler,United,1990,1994,11,11,Otros,Estrangulamiento,hombres
1270,"Walton, Edward",,United,1896,1908,5,5,Otros,Asesinato,personas_vulnerables
1271,"Walls, Frank Athen",,United,1985,1987,5,5,Otros,Asesinato,personas_vulnerables
1272,"Ward, Ronald James",,United,2000,Unknown,4,4+,Otros,Asesinato,hombres
1273,"Wardrip, Faryion",,United,1984,1986,5,5,Otros,Asesinato,desconocidos
1274,"Warren, Edward Delon",,United,1976,1979,3,3,Otros,Asesinato,desconocidos
1275,"Washington, Steven",The Window-Screen Rapist,United,1963,Unknown,3,3,Violación,Asesinato,hombres
1276,"Watson, Alexander Wayne",,United,1986,1994,4,4,Violación,Apuñalamiento,hombres
1277,"Watts, Carl Eugene",The Sunday Morning Slasher,United,1974,1982,22,100,Otros,Asesinato,desconocidos
1278,"Weldon, Stewart",,United,2017,2018,3,3,Tortura,Asesinato,hombres
1279,"Werner, Karl F.",,United,1969,1971,3,3,Otros,Asesinato,mujeres
1280,"Wheeler-Weaver, Khalil",,United,2016,Unknown,3,4,Otros,Asesinato,hombres
1281,"Whisenhant, Thomas",,United,1963,1976,4,4+,Secuestro,Asesinato,desconocidos
1282,"White, Larry Lamont",,United,1983,Unknown,3,3,Otros,Disparo,hombres
